INCOME,FIXEDINCOME,VARIABLEINCOME,OTHERINCOME,PERSONALASSETS,RESIDENCEVALUE,LIQUIDASSETS,FINANCIALASSETS,AGE,HASLPA,HASCRITICALILLNESS,NUMBERSOURCEOFFUNDS,COMMITMENTAMOUNT,INCOMEQUALIFIED,PERSONALQUALIFIED,FINANCIALQUALIFIED
801349.1132233599,0.0,787943.6447953406,13405.468428019278,7234499.999999999,2273700.0,260441.99999999997,6706725.999999999,31,False,False,3,2282932.3785452936,True,True,True
424506.50050171994,417059.01803435996,7149.583166350533,297.8993010093993,3412079.5799999996,0.0,95109.56,2451462.0,33,False,True,4,2121011.853107931,True,True,True
418548.5145223199,417059.0180343599,0.0,1489.4964879599759,170183.0,0.0,28248.999999999996,53741.99999999999,26,False,False,1,97131.42780974992,True,False,False
327689.22845359996,327689.22845359996,0.0,0.0,221582.4,427179.99999999994,20670.0,501591.99999999994,32,False,False,1,215577.8261682198,True,False,False
333647.21443299996,315773.25650858006,44.6848947889757,17829.273029630942,175875.51799999998,0.0,74992.13799999999,73034.0,32,True,False,3,115213.0162070214,True,False,False
689636.8762542999,691126.37274226,0.0,-1489.496487960055,1031805.06,964600.0,195124.8,1054170.0,34,False,False,1,265786.80938799534,True,False,False
312794.26353265997,245766.92134019997,67027.34218419198,8.268010968445578e-06,372204.68999999994,937040.0,6483.49,988026.0,33,False,False,2,355799.4539790108,True,False,False
557071.68837112,364926.64077662,192249.31234625255,-104.26475175253692,1862780.4,1102400.0,347256.0,2782182.0,33,False,True,3,1053903.86741648,True,False,False
403653.54960138,402164.05309964006,14.894964929208,1474.6015368107644,986510.2,757899.9999999999,161226.0,835067.9999999999,33,True,False,2,442633.85718938295,True,False,False
312794.26353265997,312794.26353265997,0.0,0.0,1159242.5,2149680.0,24114.999999999996,2230982.0,33,True,False,1,671284.4323321227,True,False,False
753685.2254570599,744748.24648796,9383.827905841948,-446.84893674198366,1103240.5799999998,0.0,388058.58,0.0,27,False,False,3,798130.6462587749,True,False,True
431953.9829690799,366416.13727836,50642.88076096078,14894.964929759053,407777.7599999999,0.0,70305.56,118370.2,30,True,False,4,297980.1385261097,True,False,False
414080.02504466,357479.15832303994,57345.614979131926,-744.748257511835,2931006.0,2301260.0,124020.0,3061915.9999999995,29,False,False,4,250409.4949292807,True,True,False
330668.22144329996,253214.403802048,0.0,77453.81764125195,548444.0,0.0,106106.0,0.0,26,False,False,3,26850.65879873113,True,False,False
1623551.1773883998,0.0,1620572.1843711399,2978.9930172600066,26895803.999999996,1791399.9999999998,289380.0,26716663.999999996,32,False,False,2,18855345.18502173,True,True,True
393227.07414432,367905.63376631995,14299.166332645984,11022.274045354026,409155.7599999999,0.0,70305.56,118370.2,30,True,False,4,70840.65434619272,True,False,False
4021640.530996399,446848.9478900198,3574791.5832303995,-0.00012402068542952414,16188881.8,1240200.0,413537.8,12159471.999999998,41,False,False,2,10468043.867591524,True,True,True
863907.9659381598,819223.0711477799,44089.096191061995,595.7985993178168,3694417.999999999,2370160.0,399619.99999999994,2840058.0,41,False,False,3,2491635.1242297916,True,True,True
303857.28456356,303857.28456356,0.0,0.0,1845004.2,1123070.0,90948.0,1258114.0,43,False,False,1,1287793.4733582768,True,False,False
981578.18887284,975620.2029072199,5779.246392714528,178.7395729054194,1062438.0,0.0,263198.0,0.0,36,False,False,3,218595.556776118,True,False,True
522813.2690378,446848.94789002003,75964.32114226797,5.512011487720441e-06,629125.8999999999,1240200.0,18396.3,2288858.0,42,False,False,2,594511.632989425,True,False,False
394716.57064605993,372374.12324398,0.0,22342.447402079928,417809.6,716560.0,45611.8,733785.0,41,False,False,2,225385.418923773,True,False,False
577924.63928524,513876.29008247994,62558.85270556735,1489.4964971925913,3546696.4,1433120.0,55808.99999999999,1980599.4,45,False,False,4,3512212.4250599085,True,True,True
332157.71793125995,256193.39679725995,76411.17009015799,-446.84895615801344,825421.9999999999,675220.0,248315.6,717938.0,44,False,False,3,368882.8329691904,True,False,False
303857.28456356,303857.28456356,0.0,0.0,2219682.4,1378000.0,90948.0,1513043.9999999998,43,False,False,1,1651979.0035290453,True,True,True
755174.7219450199,744748.2464879599,10426.475450858969,6.200948934292889e-06,4526041.0,1378000.0,111618.0,5580900.0,41,True,True,3,829929.0919434312,True,True,False
367905.6337663199,345563.1863780199,22342.447395189993,-6.890005894891221e-06,1745925.9999999998,661440.0,631124.0,734474.0,37,False,True,2,2006211.4048726915,True,False,True
850502.4974914,819223.0711477799,31130.476703091994,148.94964052802598,3808791.999999999,2370160.0,387217.99999999994,2840058.0,41,False,True,3,267099.3377953568,True,True,True
330668.22144329996,327689.22845359996,3470.526828659779,-491.5338389597899,1735687.46,1515799.9999999998,188124.56,1690668.2,45,False,False,2,657540.2957950683,True,False,False
1266072.0190378,1191597.1943917596,75219.57289528387,-744.7482492436851,1032122.0,1791399.9999999998,97149.0,2000856.0,41,False,False,3,1149642.1342821785,True,False,False
604735.5761511999,604735.5761511999,0.0,0.0,4354769.38,1033500.0,214568.38,3951414.999999999,41,False,False,1,1535253.647710217,True,True,False
315773.25650858,297899.29859793995,17873.957916151972,-5.511936989663507e-06,733206.24,757899.9999999999,6311.24,1147874.0,43,False,False,2,803438.1893920526,True,False,False
747727.2394776599,752195.7289553201,-3723.7412329909967,-744.7482446690481,1786990.4,1102400.0,267332.0,1172678.0,39,False,False,2,236864.7404984306,True,False,True
364926.64077662,364926.64077662,0.0,0.0,443991.6,943930.0,33072.0,975899.6,40,False,False,1,85191.64646566709,True,False,False
361947.6478007,363437.14428865997,0.0,-1489.49648795994,787761.2599999999,344500.0,13090.999999999998,435585.8,43,False,False,1,147401.30389836035,True,False,False
350031.67585567996,297899.29859793995,52132.37725498399,2.755996421309748e-06,6686193.8,1653599.9999999998,37343.8,7978619.999999999,37,False,False,2,2080241.5119737105,True,True,False
388758.58466665994,387269.08817869995,1787.3957916151737,-297.8993036551789,3151485.9999999995,1357330.0,81302.0,1761083.9999999998,38,True,False,2,1308220.415321945,True,True,True
522813.2690378,431953.98296908,90412.43712370997,446.848945010016,5422154.399999999,1378000.0,66833.0,1515799.9999999998,41,False,False,3,837160.9228065853,True,True,True
303857.28456356,31279.42635326598,269598.8652302399,2978.9929800540394,2583295.26,551200.0,263335.8,2014732.4599999995,43,False,True,3,1579447.323806469,True,True,False
714958.3166322999,193634.54408245996,0.0,521323.77254984,494564.1999999999,434069.99999999994,191128.6,497044.6,37,False,False,2,393833.950958805,True,False,False
303857.28456356,303857.28456356,0.0,0.0,1580290.4,1026610.0,90948.0,1163032.0,43,False,False,1,1235341.7981310894,True,False,False
655378.4569071999,655378.4569071999,0.0,0.0,1278232.7999999998,689000.0,158332.19999999998,793727.9999999999,39,False,False,1,718756.1781953871,True,False,False
315773.25650858,297899.29859793995,17873.957916151972,-5.511936989663507e-06,719274.6599999999,757899.9999999999,6159.66,1134094.0,43,False,False,2,310784.84743158997,True,False,False
397695.56362198,388758.58466666006,0.0,8936.978955319999,1898195.0,1515799.9999999998,110929.0,1737657.9999999998,45,False,True,2,1952428.990481779,True,False,False
378332.1092233799,364926.6407766201,7447.482464879599,5957.985981880275,440808.42,402375.99999999994,9508.2,595296.0,43,False,True,3,388481.8950293348,True,False,False
510897.29709277995,242787.92835049998,267513.57014020596,595.7986020739139,2745403.1799999997,0.0,157918.8,179704.97999999998,38,False,False,4,2131060.9622405902,True,True,True
1254156.04709278,1009878.62224054,245766.92134708993,-1489.4964948498475,7762962.999999999,4823000.0,1409005.0,4935996.0,42,False,False,3,6953072.39785993,True,True,True
604735.5761511999,604735.5761511999,0.0,0.0,4160471.38,1033500.0,214568.38,3757116.999999999,41,False,False,1,77153.34899204307,True,True,False
330668.22144329996,327689.22845359996,2576.828932852197,402.16405684779187,1712840.22,1515799.9999999998,187339.1,1690668.2,45,False,False,2,2026562.922284943,True,False,False
655378.4569071999,655378.4569071999,0.0,0.0,1278095.0,689000.0,158332.19999999998,793727.9999999999,39,False,False,1,1225102.4984250877,True,False,False
671762.91832988,668783.92535396,2532.1440380755753,446.8489378443067,1796953.34,771679.9999999999,423321.6,931528.0,41,False,False,2,1983438.5295951148,True,False,True
692615.869244,647930.9744536198,45742.43729931195,-1057.5425089319185,5642083.199999999,1309100.0,415329.1999999999,1656355.9999999998,37,True,False,3,2485735.1778570344,True,True,True
923487.82564948,327689.2284536,595798.5971958799,0.0,8827605.799999999,3307199.9999999995,296270.0,9695745.8,43,False,False,2,9345207.24743226,True,True,False
1438853.6121647998,366416.1372714699,1072437.474945694,-5.236419911169956e-05,3181526.4,689000.0,983892.0,1420855.7999999998,39,False,False,4,722007.3327385386,True,True,True
30162303.983162,372374.1232439797,29789929.859793995,0.0001240220249077315,13616431.4,0.0,287037.39999999997,757899.9999999999,37,False,False,2,7579220.040526397,True,True,True
692615.869244,647930.9744536198,45742.43729931195,-1057.5425089319185,5772993.199999999,1309100.0,415329.1999999999,1787265.9999999998,37,False,False,3,5558141.3318654755,True,True,True
388758.58466665994,387269.08817869995,1787.3957916151737,-297.8993036551789,3152863.9999999995,1357330.0,81302.0,1762461.9999999998,38,False,False,2,574325.9564733712,True,True,True
430464.48646734,192145.0475945,238319.43887284,-4.779115841594848e-11,982514.0,523639.99999999994,34450.0,556712.0,38,False,True,2,314800.71579690854,True,False,False
1623551.1773883998,0.0,1450769.5841787197,172781.59320968014,24717254.9,689000.0,45680.7,22140188.2,40,False,True,3,3174316.2462292043,True,True,True
536218.7374707799,536218.7374707799,893.6978957937667,-893.6978957937667,1501606.6,585650.0,129807.6,753076.9999999999,42,True,False,2,1721601.6582538,True,False,False
558561.18487286,372374.12324398,186187.06162887995,-3.100637440538789e-11,768303.8999999999,1171300.0,47540.99999999999,1207128.0,40,False,True,2,881034.3515150772,True,False,False
990515.16784194,385779.59168798395,575392.4952419279,29343.080912028032,5169153.6,1474460.0,96322.2,2157810.1999999997,42,False,False,4,6200203.410422987,True,True,True
747727.2394776599,752195.7289553201,-3723.7412329909967,-744.7482446690481,1786990.4,1102400.0,267332.0,1172678.0,39,False,False,2,1440736.132123137,True,False,True
353010.6688316,333647.214433,18097.3823901039,1266.0720084961247,1101022.0,1102400.0,63387.99999999999,2480400.0,39,True,False,3,807868.840911447,True,False,False
463233.4093127,423017.00401376,41542.05718989819,-1325.6518909582383,1292012.7999999998,1205750.0,505174.8,1273272.0,41,False,False,4,1036280.3793787684,True,False,True
16458936.247078,425995.99698967894,16036081.598415405,-3141.3483270844304,57582485.99999999,5815160.0,7062249.999999999,26576107.999999996,41,False,True,3,27729565.618174475,True,True,True
339605.20039862,339605.20039862,0.0,0.0,615676.62,551200.0,27146.6,653861.0,39,False,True,1,94700.91135129242,True,False,False
491533.84268039995,491533.84268039995,1.4894964929207999,-1.4894964929207999,479543.99999999994,0.0,93704.0,57875.99999999999,40,False,True,2,70902.7297094653,True,False,False
353010.6688316,335136.71092096,18097.3823901039,-223.42447946384434,1101022.0,1102400.0,63387.99999999999,2480400.0,39,False,False,3,724401.878767047,True,False,False
430464.48646734,192145.0475945,238319.43887284,-4.779115841594848e-11,982514.0,523639.99999999994,34450.0,556712.0,38,False,False,2,848049.1212868583,True,False,False
580903.63226116,177250.08265977996,402908.801351199,744.7482501809586,21698814.799999997,2204800.0,895699.9999999999,22000596.799999997,39,False,True,3,6289091.0929143885,True,True,True
1891660.546048,327689.22845359985,1559502.8281305197,4468.489463880202,4205656.0,2204800.0,117130.0,4718272.0,45,True,False,3,2586410.443152724,True,True,False
528771.2550034199,528771.2550034199,148.94964929204758,-148.94964929204758,1110668.0,826799.9999999999,192919.99999999997,858493.9999999999,40,False,True,2,1001612.3533550352,True,False,False
375353.11623368,364926.64077662,9830.676853745772,595.7986033141651,3893125.6,895699.9999999999,141934.0,1448553.6,44,False,False,3,1209704.4629572253,True,True,True
1981030.335739,1936345.4408246002,50642.880761649794,-5957.985847249783,5527585.18,2618200.0,1313661.18,2698124.0,37,False,False,3,2605349.6711343136,True,True,True
857949.97995876,819223.0711477799,38265.164905362195,461.7439056177801,4601417.6,1136850.0,316940.0,1220908.0,51,False,False,3,3000877.3085530135,True,True,True
560050.68136082,551113.7024055,10426.475450858969,-1489.4964955390442,4511847.6,4823000.0,28800.199999999997,4918082.0,51,False,False,3,3076166.290652218,True,True,True
308325.77404121996,297899.29859793995,9830.676853745781,595.7985895341739,1105156.0,413399.99999999994,41340.0,1110668.0,52,False,False,2,555206.9608977007,True,False,False
856460.4834707999,761132.70791064,21299.79985003518,74027.97571012458,3923786.1,2756000.0,213589.99999999997,3960371.999999999,46,False,False,4,2236047.7873968417,True,True,True
703042.3446872799,442380.45841235993,260660.39677980446,1.4894951154549643,23882117.999999996,2067000.0,6129343.999999999,11165934.0,49,False,False,3,25119960.877965093,True,True,True
351521.17234363995,204061.01953951997,149039.01908165938,-1578.8662775393889,1008007.0,992160.0,62009.99999999999,1405560.0,49,False,False,3,621030.9705864723,True,False,False
305346.7810653,283004.33366322,23429.779834156776,-1087.3324320767563,3410687.8,689000.0,139178.0,844713.9999999999,54,False,False,3,3053444.648765069,True,True,True
417059.01803436,417059.01803436,0.0,0.0,906310.6,964600.0,143863.19999999998,1031433.0,46,False,False,1,1065223.0935096203,True,False,False
563029.67435052,551113.7024055,12213.871242474177,-297.8992974541787,4584606.0,4823000.0,28800.199999999997,4918082.0,51,True,False,3,4604861.098096477,True,True,True
2576828.9328522,0.0,2564912.9609292285,11915.97192297196,9269806.0,2618200.0,11024.0,5467904.0,55,False,False,3,10932900.81872549,True,True,True
364926.64077662,372374.12324398,-7417.6925347441775,-29.78993261575377,2536760.1999999997,2480400.0,34450.0,2875197.0,50,False,False,2,1853245.1008674172,True,True,False
634525.5060068599,634525.5060068599,0.0,0.0,3174911.9999999995,895699.9999999999,294892.0,1597101.9999999998,54,False,False,1,258625.9799385389,True,True,True
487065.3532027399,402164.05309964,84901.30010034396,2.7559112984244557e-06,4204278.0,689000.0,695890.0,2298504.0,49,False,False,2,1918773.3465636943,True,True,True
391737.57765636,372374.12324398,19363.454408245972,4.134010517527885e-06,1215671.6,584272.0,161226.0,698646.0,54,False,True,2,1141446.6313282982,True,False,False
360458.15129896,114691.229960138,245766.92134019997,-1.3779705736102308e-06,1325222.6,826799.9999999999,16536.0,1438218.6,53,True,False,2,543982.2312332975,True,False,False
315773.25650858,311304.76703091996,0.0,4468.489477660006,1384834.88,996294.0,19650.28,1100884.2,50,False,False,2,1584013.1218015156,True,False,False
537708.2339725199,536218.73747767,-1.4894964934719999,1490.9859913433918,905897.2,1515799.9999999998,84195.79999999999,1800908.2,46,False,False,2,998713.9608920008,True,False,False
379821.60571134,163844.61422679995,216274.89078065753,-297.89929611750347,1959653.8,482299.99999999994,431313.99999999994,658821.7999999999,54,False,False,4,1053833.1013806695,True,False,True
488554.8497044799,142991.66332645997,345563.18637802,-5.424048429341963e-11,2552689.88,1372488.0,102330.28,2508373.4,55,False,True,2,2796108.9924182068,True,True,True
364926.64077662,372374.12324398,-7417.6925347441775,-29.78993261575377,6055069.8,2480400.0,34450.0,2871063.0,50,False,True,2,2212425.221148738,True,True,True
1519286.4228177995,1504391.4579381996,-3708.8462673727313,18603.811146972577,6524555.778,2618200.0,718490.578,3473937.9999999995,51,True,False,3,4678343.617368463,True,True,True
309815.27054296,238319.43887284,71495.83166323,6.889978216598853e-06,857736.1,447849.99999999994,12126.4,512340.4,48,False,True,2,443459.8517354595,True,False,False
2576828.9328522,0.0,2581446.371991058,-4617.439138857648,9242246.0,2618200.0,11024.0,5467904.0,55,False,True,3,4666591.726813808,True,True,True
327689.22845359996,327689.22845359996,0.0,0.0,247350.99999999997,425801.99999999994,24114.999999999996,563602.0,47,False,True,1,276506.02110182424,True,False,False
476638.87775946,476638.87775946,0.0,0.0,150477.59999999998,964600.0,22048.0,964600.0,52,False,True,1,57948.63404982793,True,False,False
467701.89880414,417059.01803435996,49153.38426803999,1489.496501740036,1597101.9999999998,733096.0,4134.0,1642575.9999999998,51,False,False,2,624150.2460879469,True,False,False
323220.73897594,321731.24248798,0.0,1489.4964879599806,1199824.6,585650.0,127740.6,690378.0,50,False,True,1,1298531.9171055371,True,False,False
382800.59870104,382651.64904562966,0.0,148.9496554103328,2262676.0,344500.0,48229.99999999999,661440.0,55,False,False,2,993863.7682117196,True,True,True
994983.6573196,770069.68687974,224303.27688275912,610.6935571008207,2856594.0,1860300.0,50985.99999999999,1930578.0,52,False,True,3,2022761.0166419337,True,True,True
427485.49349141994,425995.99698967993,983.0676853745745,506.42881636542364,1969299.8,1791399.9999999998,282490.0,1861540.2,49,False,False,2,1261470.1608233373,True,False,True
525792.2620275,525494.3627277032,-1.4894964934719999,299.3887962902468,1210297.4,1515799.9999999998,84195.79999999999,2104068.1999999997,46,False,False,2,179005.32895367156,True,False,False
381311.1021993,379821.60571134,625.5885270515225,863.9079609084122,340090.39999999997,1033500.0,22048.0,1066296.4,47,False,False,2,258281.35989089296,True,False,False
604735.5761511999,595798.5971958799,8936.978957800384,-2.480458528340691e-06,3947969.999999999,716560.0,385839.99999999994,1535091.9999999998,49,False,False,3,2860600.7166766953,True,True,True
414080.02504466,412590.5285566999,0.0,1489.4964879600209,1666153.5799999998,757899.9999999999,294892.0,757899.9999999999,46,True,True,1,30276.52278797464,True,False,True
379821.60571134,163844.61422679995,216274.89078065753,-297.89929611750347,1961031.8,482299.99999999994,431313.99999999994,660199.7999999999,54,False,False,4,1533097.721596985,True,False,True
405143.04608933994,283004.33366322,122138.71242474197,1.377959659370701e-06,3480827.9999999995,413399.99999999994,41340.0,3409171.9999999995,52,False,False,2,1038292.9335218066,True,True,False
364926.64077662,372374.12324398,-7417.6925347441775,-29.78993261575377,3258832.1999999997,2480400.0,34450.0,2875197.0,50,False,False,2,1041910.9663629344,True,True,True
423017.00401376,417059.01803435996,6777.209043147918,-819.2230637478362,1492787.4,592540.0,59942.99999999999,651794.0,49,False,True,3,377142.7178126007,True,False,True
314283.76002061996,312794.26353265997,1340.5468436838153,148.94964427614624,781119.2999999999,475409.99999999994,136628.69999999998,566358.0,49,False,False,2,503236.9515120087,True,False,False
302367.78807559994,302367.78807559994,0.0,0.0,680043.0,482299.99999999994,37068.2,596260.6,52,False,False,2,571433.5446613033,True,False,False
1438853.6121647998,1221387.1242474199,217466.48797663394,-5.925407397338967e-05,8093820.8,2480400.0,96460.0,2540480.8,53,False,True,3,7845359.385540628,True,True,True
327689.22845359996,327689.22845359996,148.94964929205938,-148.94964929205938,734735.82,1240200.0,4671.42,1362842.0,47,False,True,2,523145.0415683752,True,False,False
488554.8497044799,415569.5215464,71793.73096219999,1191.597195879927,2127632.0,1102400.0,564980.0,1905774.0,53,False,False,4,2523214.742993144,True,True,True
3947165.7064606,493023.33918213967,3455631.8637926015,-1489.496514141318,17715430.2,1791399.9999999998,987612.6,8810932.0,54,False,False,3,13407010.967883222,True,True,True
1139464.81713402,956256.74849484,183357.01828976732,-148.94965058733814,14505241.4,2342600.0,199809.99999999997,4427514.0,52,False,True,3,10381495.837055774,True,True,True
500470.82164949994,0.0,289707.06788026117,210763.75376923874,2372916.0,792349.9999999999,530530.0,1646709.9999999998,49,False,False,4,786451.6875364477,True,True,True
482596.86372508,472170.38828179997,9830.676853745774,595.798589534156,4019625.999999999,689000.0,128154.0,1333904.0,52,False,False,2,4430264.594057516,True,True,True
360458.15129896,114691.229960138,245766.92134019997,-1.3779705736102308e-06,1149252.0,826799.9999999999,16536.0,1477216.0,53,False,True,2,151504.85901968463,True,False,False
649420.47094158,647930.9744536198,1132.0173346666363,357.47915329343886,2106962.0,1515799.9999999998,332098.0,1675647.9999999998,48,True,True,2,864820.3669111844,True,True,True
327689.22845359996,327689.22845359996,0.0,0.0,247350.99999999997,425801.99999999994,24114.999999999996,563602.0,47,False,True,1,175591.14356732258,True,False,False
777517.1693333199,752195.7289553201,26364.087925083953,-1042.6475470840332,6535853.999999999,1929200.0,307845.19999999995,2076094.8,53,False,True,2,3483877.5072265877,True,True,True
446848.94789002,446848.94789002,0.0,0.0,1240200.0,0.0,606320.0,585650.0,48,False,True,1,72524.3270417286,True,False,False
2502354.1081785997,186187.06162887998,2323614.529098382,-7447.482548661697,29611841.999999996,4823000.0,16536.0,27105259.999999996,48,True,False,3,1670699.5331690942,True,True,True
561540.1778625599,551113.7024055,11171.223697457173,-744.7482403972837,4483323.0,4823000.0,28800.199999999997,4918082.0,51,False,False,3,2660206.128704782,True,False,True
379821.60571134,376842.61272577394,2144.8749498279967,834.1180357380424,2155109.32,562224.0,267938.32,687622.0,54,False,False,3,86917.38660867928,True,True,True
762622.20441238,637504.49899656,123881.42332164946,1236.2820941704606,7413309.279999999,3031599.9999999995,371729.28,4690712.0,54,False,False,4,5463019.769317501,True,True,True
378332.1092233799,376842.61272577394,2293.824599175191,-804.3281015692203,3103944.9999999995,562224.0,1214018.0,690378.0,54,False,False,3,1779411.9431510875,True,True,True
759643.21142268,215976.99148453996,543666.219936762,1.3779034344878202e-06,6615777.999999999,0.0,42718.0,888809.9999999999,53,False,False,4,4049371.8866151846,True,True,True
481107.36723711994,472170.3882818,9830.676853745785,-893.6978984258145,4022381.999999999,689000.0,128154.0,1349062.0,52,False,False,2,1825482.2871842592,True,True,True
2815148.3717525997,2785358.4418555996,49823.65769037792,-20033.727793377555,9194016.0,2480400.0,759277.9999999999,2900690.0,50,False,True,3,5881427.418009663,True,True,True
446848.94789002,446848.94789002,0.0,0.0,602323.7999999999,585650.0,31693.999999999996,585650.0,51,False,False,1,128269.43114606512,True,False,False
884760.9168384998,676231.40782132,208529.50901717992,-1.2278524264532072e-10,7961119.399999999,3444999.9999999995,221857.99999999997,10201747.4,53,False,False,2,912761.9781429818,True,True,False
866886.95891408,863907.9659381598,3872.690881786943,-893.6979058667058,4034783.999999999,2067000.0,101972.0,2156570.0,50,False,True,2,1631461.9004071385,True,True,True
1200534.17334708,223424.47395189997,977184.174222447,-74.47482726706498,3324287.1999999997,1102400.0,1536469.9999999998,1532887.2,52,False,False,4,1177587.0451485645,True,True,True
859439.47644672,761132.70791064,23831.943887146143,74474.82464893363,3922408.1,2756000.0,213589.99999999997,3958993.999999999,46,True,False,4,1639086.3476060652,True,True,True
430464.48646734,430464.48646734,0.0,0.0,3590075.84,1887860.0,40072.24,1919554.0,55,False,False,1,1370379.249781888,True,True,True
394716.57064605993,394716.57064605993,0.0,0.0,1629347.2,522261.99999999994,25492.999999999996,607284.6,50,False,False,1,668952.7264158743,True,False,True
476638.87775946,476638.87775946,0.0,0.0,150477.59999999998,964600.0,22048.0,964600.0,52,False,False,1,29402.24277885077,True,False,False
427485.49349141994,428974.9899793799,0.0,-1489.4964879600032,971627.8,1047280.0,136559.8,1282918.0,52,False,True,1,587419.4140459958,True,False,False
330668.22144329996,323220.73897594,6404.834919862592,1042.6475474973777,1977981.2,1378000.0,95633.2,1378000.0,48,False,False,3,1985614.6196025223,True,False,True
625588.52705154,580903.63226116,44089.09619299115,595.7985973887828,6563345.1,1653599.9999999998,343190.89999999997,3619868.2,54,False,False,4,3857454.0877661216,True,True,True
303857.28456356,285983.32665292,0.0,17873.957910639987,682385.6,661440.0,82680.0,767545.9999999999,47,False,True,2,743957.9504433024,True,False,False
327689.22845359996,327689.22845359996,148.94964929205938,-148.94964929205938,861830.1379999999,1240200.0,2095.9379999999996,1362842.0,47,True,False,2,943930.7383723136,True,False,False
2591723.8977317996,0.0,2591723.8978075897,-7.578991780996087e-05,9094800.0,2618200.0,11024.0,5316324.0,55,False,False,3,9010778.447129564,True,True,True
394716.57064605993,394716.57064605993,0.0,0.0,1490169.2,522261.99999999994,25492.999999999996,605906.6,50,False,False,1,1450752.079261472,True,False,False
1467154.0456013998,1446301.0947423996,20033.727830583877,819.2230284158569,3486477.8,2287480.0,19981.0,3186487.1999999997,52,False,True,4,513297.90694323234,True,True,True
353010.6688316,204061.01953951994,149024.12411672878,-74.47482464871544,1008007.0,992160.0,62009.99999999999,1405560.0,49,False,False,3,991268.115980131,True,False,False
315773.25650858,312794.2635326599,1638.446142267999,1340.5468336520066,779742.678,474031.99999999994,136630.07799999998,564980.0,49,False,False,2,148427.38877764557,True,False,False
744748.24648796,232361.45290446395,512833.64254090795,-446.8489574119247,10370276.8,895699.9999999999,33623.2,8665828.6,52,False,False,4,6548914.621055417,True,True,True
4006745.5661168,0.0,4007788.2136942,-1042.6475773996074,35901034.0,3031599.9999999995,880541.9999999999,17270474.0,51,False,False,3,41770576.15276611,True,True,True
308325.77404121996,297899.29859793995,9681.727204398587,744.7482388813979,865273.7599999999,564980.0,114787.4,657995.0,61,False,False,3,374426.4727168025,True,False,False
324710.23547767993,372374.12324398,-46919.13953472198,-744.7482315780766,6220291.999999999,647660.0,723450.0,1452412.0,61,False,False,2,5095353.817517178,True,True,True
382800.59870104,390248.0811684,-6255.885270101991,-1191.597197257972,2099300.32,413399.99999999994,164174.91999999998,552991.3999999999,64,False,True,1,1170448.649403063,True,True,True
