wealth - salary,wealth - investment gain,wealth - rental income,wealth - business revenue,wealth - inheritance,wealth - others,fund - salary,fund - investment gain,fund - rental income,fund - business revenue,fund - inheritance,fund - others,Age,Occupation,Industry,speed_of_payment,Income,Adjusted Income,Annual Income,Adjusted Annual Income,Income Multiplier Based on Age,Wealth Indicator,Net Worth,Proposed Subscription Amount,Net Worth / Total Commitment,Income / Total Commitment,Risk Score,Will Default
False,True,False,False,False,False,True,False,False,False,False,False,41,40 Clerical Supervisors,Unknown Industry,25,6576.750000000001,6576.750000000001,78921.00000000001,78921.00000000001,3.0,50000,286763.00000000006,17000,16.868411764705886,4.642411764705884,208,True
False,False,False,True,False,False,True,False,False,False,False,False,43,24 Business & Administration Professionals,Business & Administration,30,8633.0,8633.0,103596.0,103596.0,3.0,50000,360788.0,21000,17.180380952380954,4.933142857142857,208,True
False,True,False,False,False,False,True,False,False,False,False,False,41,33 Business & Administration Associate Professionals,Business & Administration,26,7250.0,7250.0,87000.0,87000.0,3.0,50000,311000.0,18000,17.27777777777778,4.833333333333333,208,True
False,False,True,False,False,False,False,False,True,False,False,False,70,24 Business & Administration Professionals,Business & Administration,30,9109.0,0.0,109308.0,0.0,2.0,50000,268616.0,8000,33.577,13.6635,208,True
False,True,False,False,False,False,True,False,False,False,False,False,42,33 Business & Administration Associate Professionals,Business & Administration,29,6275.0,6275.0,75300.0,75300.0,3.0,50000,275900.0,16000,17.24375,4.70625,208,True
False,True,False,False,False,False,True,False,False,False,False,False,40,21 Science & Engineering Professionals,Science & Engineering,40,8701.0,8701.0,104412.0,104412.0,3.0,50000,363236.0,22000,16.510727272727273,4.746,210,True
False,True,False,False,False,False,True,False,False,False,False,False,62,12 Administrative & Commercial Managers,Management,33,8381.0,8381.0,100572.0,100572.0,3.5,50000,402002.0,15000,26.800133333333335,6.7048,210,True
False,False,False,True,False,False,False,False,False,False,False,True,43,12 Administrative & Commercial Managers,Management,40,12115.0,12115.0,145380.0,145380.0,3.0,50000,486140.0,28000,17.362142857142857,5.192142857142857,210,True
False,False,True,False,False,False,False,False,False,False,False,True,57,21 Science & Engineering Professionals,Science & Engineering,39,6927.85,6927.85,83134.20000000001,83134.20000000001,4.0,50000,382536.8000000001,16000,23.90855,5.1958875,210,True
False,False,True,False,False,False,True,False,False,False,False,False,65,13 Production & Specialised Services Managers,Unknown Industry,20,7722.000000000001,3861.000000000001,92664.0,46332.00000000001,3.5,50000,374324.0,13000,28.794153846153847,7.128,211,True
False,True,False,False,False,False,True,False,False,False,False,False,61,24 Business & Administration Professionals,Business & Administration,49,10763.0,10763.0,129156.0,129156.0,3.5,50000,502046.0,20000,25.1023,6.4578,212,True
False,False,True,False,False,False,True,False,False,False,False,False,50,21 Science & Engineering Professionals,Science & Engineering,50,6727.2,6727.2,80726.4,80726.4,4.0,50000,372905.6,19000,19.626610526315787,4.248757894736841,212,True
False,True,False,False,False,False,True,False,False,False,False,False,49,21 Science & Engineering Professionals,Science & Engineering,43,8194.34,8194.34,98332.08,98332.08,3.0,50000,344996.24,18000,19.166457777777776,5.462893333333334,212,True
False,True,False,False,False,False,True,False,False,False,False,False,84,21 Science & Engineering Professionals,Science & Engineering,56,11006.38,0.0,132076.56,0.0,2.0,50000,314153.12,5000,62.830624,26.415312,212,True
False,False,True,False,False,False,False,False,False,False,False,True,63,24 Business & Administration Professionals,Business & Administration,55,11340.0,11340.0,136080.0,136080.0,3.5,50000,526280.0,19000,27.698947368421052,7.162105263157895,212,True
False,True,False,False,False,False,False,False,False,False,False,True,43,21 Science & Engineering Professionals,Science & Engineering,49,7846.719999999999,7846.719999999999,94160.63999999998,94160.63999999998,3.0,50000,332481.9199999999,19000,17.499048421052628,4.955823157894736,212,True
False,False,True,False,False,False,True,False,False,False,False,False,45,24 Business & Administration Professionals,Business & Administration,49,10400.0,10400.0,124800.0,124800.0,3.0,50000,424400.0,23000,18.452173913043477,5.426086956521739,212,True
False,True,False,False,False,False,True,False,False,False,False,False,51,33 Business & Administration Associate Professionals,Business & Administration,28,7247.0,7247.0,86964.0,86964.0,4.0,50000,397856.0,19000,20.93978947368421,4.5770526315789475,213,True
True,False,False,False,False,False,True,False,False,False,False,False,47,12 Administrative & Commercial Managers,Management,25,10412.0,10412.0,124944.0,124944.0,3.0,0,374832.0,20000,18.7416,6.2472,213,True
False,True,False,False,False,False,False,False,False,False,False,True,86,X1 - X5 Workers Not Elsewhere Classified,Unknown Industry,27,8403.720000000001,0.0,100844.64,0.0,2.0,50000,251689.28,4000,62.92232,25.21116,213,True
False,True,False,False,False,False,True,False,False,False,False,False,52,33 Business & Administration Associate Professionals,Business & Administration,24,7387.0,7387.0,88644.0,88644.0,4.0,50000,404576.0,19000,21.293473684210525,4.665473684210526,213,True
False,False,False,False,True,False,False,False,False,False,False,True,59,24 Business & Administration Professionals,Business & Administration,23,8740.0,8740.0,104880.0,104880.0,4.0,50000,469520.0,19000,24.71157894736842,5.52,213,True
False,True,False,False,False,False,True,False,False,False,False,False,24,12 Administrative & Commercial Managers,Management,30,12249.0,12249.0,146988.0,146988.0,1.5,50000,270482.0,21000,12.880095238095238,6.999428571428571,213,True
False,False,True,False,False,False,False,False,False,False,False,True,49,32 Health Associate Professionals,Health,32,6944.839999999999,6944.839999999999,83338.07999999999,83338.07999999999,3.0,50000,300014.24,15000,20.00094933333333,5.555871999999999,215,True
False,True,False,False,False,False,False,True,False,False,False,False,69,23 Teaching & Training Professionals,Education,36,8497.070000000002,0.0,101964.84000000004,0.0,3.5,50000,406876.9400000001,13000,31.29822615384616,7.843449230769234,215,True
False,True,False,False,False,False,True,False,False,False,False,False,76,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,39,12329.7,0.0,147956.4,0.0,2.0,50000,345912.8,8000,43.2391,18.49455,215,True
False,False,False,False,True,False,True,False,False,False,False,False,53,12 Administrative & Commercial Managers,Management,32,8567.0,8567.0,102804.0,102804.0,4.0,50000,461216.0,22000,20.964363636363636,4.672909090909091,215,True
False,True,False,False,False,False,True,False,False,False,False,False,43,33 Business & Administration Associate Professionals,Business & Administration,39,7473.0,7473.0,89676.0,89676.0,3.0,50000,319028.0,18000,17.723777777777777,4.982,215,True
False,False,False,True,False,False,True,False,False,False,False,False,42,21 Science & Engineering Professionals,Science & Engineering,34,6413.120000000001,6413.120000000001,76957.44,76957.44,3.0,50000,280872.32,16000,17.55452,4.80984,215,True
True,False,False,False,False,False,True,False,False,False,False,False,44,21 Science & Engineering Professionals,Science & Engineering,35,8356.2,8356.2,100274.4,100274.4,3.0,0,300823.19999999995,17000,17.695482352941173,5.898494117647059,215,True
False,True,False,False,False,False,True,False,False,False,False,False,49,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,35,5801.25,5801.25,69615.0,69615.0,3.0,50000,258845.0,13000,19.911153846153844,5.355,215,True
False,False,True,False,False,False,True,False,False,False,False,False,45,24 Business & Administration Professionals,Business & Administration,40,7624.0,7624.0,91488.0,91488.0,3.0,50000,324464.0,18000,18.025777777777776,5.082666666666666,215,True
False,True,False,False,False,False,True,False,False,False,False,False,69,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,38,8483.17,0.0,101798.04,0.0,3.5,50000,406293.14,13000,31.25331846153846,7.830618461538461,215,True
False,False,True,False,False,False,True,False,False,False,False,False,49,"14 Hospitality, Retail & Related Services Managers",Hospitality & Retail,55,8337.0,8337.0,100044.0,100044.0,3.0,50000,350132.0,18000,19.451777777777775,5.558,217,True
False,True,False,False,False,False,True,False,False,False,False,False,73,12 Administrative & Commercial Managers,Management,50,11154.0,0.0,133848.0,0.0,2.0,50000,317696.0,9000,35.29955555555556,14.872,217,True
False,False,True,False,False,False,True,False,False,False,False,False,38,21 Science & Engineering Professionals,Science & Engineering,58,9377.64,9377.64,112531.68000000002,112531.68000000002,2.0,50000,275063.36000000004,17000,16.180197647058826,6.619510588235295,217,True
False,True,False,False,False,False,False,False,False,False,True,False,72,12 Administrative & Commercial Managers,Management,46,11493.0,0.0,137916.0,0.0,2.0,50000,325832.0,9000,36.20355555555555,15.324,217,True
False,True,False,False,False,False,True,False,False,False,False,False,69,12 Administrative & Commercial Managers,Management,57,8452.0,0.0,101424.0,0.0,3.5,50000,404984.0,13000,31.152615384615384,7.801846153846154,217,True
False,True,False,False,False,False,False,True,False,False,False,False,74,25 Information & Communications Technology Professionals,Unknown Industry,48,8497.44,0.0,101969.28,0.0,2.0,50000,253938.56,7000,36.27693714285714,14.56704,217,True
False,True,False,False,False,False,False,False,False,False,True,False,35,21 Science & Engineering Professionals,Science & Engineering,58,8639.4,8639.4,103672.8,103672.8,2.0,50000,257345.6,17000,15.137976470588235,6.0984,217,True
False,True,False,False,False,False,True,False,False,False,False,False,40,21 Science & Engineering Professionals,Science & Engineering,47,8583.300000000001,8583.300000000001,102999.6,102999.6,3.0,50000,358998.80000000005,22000,16.318127272727274,4.6818,217,True
False,False,True,False,False,False,False,False,False,True,False,False,63,"11 Legislators, Senior Officials & Chief Executives",Unknown Industry,23,5931.8,5931.8,71181.6,71181.6,3.5,50000,299135.60000000003,11000,27.194145454545456,6.471054545454546,218,True
False,False,True,False,False,False,True,False,False,False,False,False,69,33 Business & Administration Associate Professionals,Business & Administration,30,6969.0,0.0,83628.0,0.0,3.5,50000,342698.0,11000,31.154363636363637,7.602545454545455,218,True
True,False,False,False,False,False,True,False,False,False,False,False,49,21 Science & Engineering Professionals,Science & Engineering,29,7800.45,7800.45,93605.4,93605.4,3.0,0,280816.19999999995,14000,20.058299999999996,6.6861,218,True
False,False,False,False,True,False,True,False,False,False,False,False,72,24 Business & Administration Professionals,Business & Administration,29,11848.0,0.0,142176.0,0.0,2.0,50000,334352.0,9000,37.15022222222222,15.797333333333333,218,True
False,True,False,False,False,False,False,True,False,False,False,False,59,"26 Legal, Social, Religious & Cultural Professionals",Unknown Industry,27,6834.42,6834.42,82013.04000000001,82013.04000000001,4.0,50000,378052.16,16000,23.62826,5.125815,218,True
True,False,False,False,False,False,False,True,False,False,False,False,56,12 Administrative & Commercial Managers,Management,29,10168.0,10168.0,122016.0,122016.0,4.0,0,488064.0,21000,23.241142857142854,5.8102857142857145,218,True
True,False,False,False,False,False,True,False,False,False,False,False,40,12 Administrative & Commercial Managers,Management,30,12544.0,12544.0,150528.0,150528.0,3.0,0,451584.0,27000,16.72533333333333,5.575111111111111,218,True
True,False,False,False,False,False,False,False,False,True,False,False,83,21 Science & Engineering Professionals,Science & Engineering,29,10454.49,0.0,125453.88,0.0,2.0,0,250907.76,4000,62.72694,31.36347,218,True
False,False,False,True,False,False,True,False,False,False,False,False,65,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,26,10184.4,5092.200000000001,122212.80000000002,61106.40000000001,3.5,50000,477744.8000000001,17000,28.10263529411765,7.188988235294119,218,True
True,False,False,False,False,False,True,False,False,False,False,False,71,21 Science & Engineering Professionals,Science & Engineering,25,11925.78,0.0,143109.36,0.0,2.0,0,286218.72,8000,35.777339999999995,17.888669999999998,218,True
True,False,False,False,False,False,True,False,False,False,False,False,51,74 Electrical & Electronic Trades Workers,Unknown Industry,7,6684.04,6684.04,80208.48,80208.48,4.0,0,320833.92,16000,20.05212,5.01303,219,True
False,True,False,False,False,False,True,False,False,False,False,False,40,24 Business & Administration Professionals,Business & Administration,34,11573.0,11573.0,138876.0,138876.0,3.0,50000,466628.0,28000,16.665285714285716,4.9598571428571425,220,True
False,True,False,False,False,False,True,False,False,False,False,False,53,83 Drivers & Mobile Machinery Operators,Unknown Industry,38,6275.46,6275.46,75305.52,75305.52,4.0,50000,351222.08,17000,20.660122352941176,4.429736470588235,220,True
False,False,True,False,False,False,False,False,False,False,True,False,36,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,37,8839.34,8839.34,106072.08,106072.08,2.0,50000,262144.16000000003,17000,15.420244705882356,6.239534117647059,220,True
False,False,True,False,False,False,False,False,True,False,False,False,25,12 Administrative & Commercial Managers,Management,35,11600.0,11600.0,139200.0,139200.0,1.5,50000,258800.0,19000,13.621052631578948,7.326315789473684,220,True
False,True,False,False,False,False,False,False,False,False,False,True,39,24 Business & Administration Professionals,Business & Administration,39,8351.0,8351.0,100212.0,100212.0,2.0,50000,250424.0,15000,16.694933333333335,6.6808,220,True
False,True,False,False,False,False,True,False,False,False,False,False,47,"34 Legal, Social, Cultural & Related Associate Professionals",Unknown Industry,34,6657.299999999999,6657.299999999999,79887.59999999999,79887.59999999999,3.0,50000,289662.8,15000,19.310853333333338,5.3258399999999995,220,True
False,True,False,False,False,False,True,False,False,False,False,False,51,33 Business & Administration Associate Professionals,Business & Administration,32,6305.0,6305.0,75660.0,75660.0,4.0,50000,352640.0,17000,20.743529411764705,4.450588235294117,220,True
False,True,False,False,False,False,False,False,False,True,False,False,25,12 Administrative & Commercial Managers,Management,40,11162.0,11162.0,133944.0,133944.0,1.5,50000,250916.0,19000,13.206105263157896,7.0496842105263156,220,True
True,False,False,False,False,False,False,False,False,True,False,False,46,12 Administrative & Commercial Managers,Management,31,10850.0,10850.0,130200.0,130200.0,3.0,0,390600.0,21000,18.6,6.2,220,True
False,True,False,False,False,False,False,False,False,True,False,False,44,36 Teaching Associate Professionals,Unknown Industry,35,6718.02,6718.02,80616.24,80616.24,3.0,50000,291848.72000000003,16000,18.240545,5.038515,220,True
False,False,True,False,False,False,False,False,False,False,True,False,56,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,37,6517.9800000000005,6517.9800000000005,78215.76000000001,78215.76000000001,4.0,50000,362863.04,16000,22.67894,4.888485,220,True
False,True,False,False,False,False,False,False,False,True,False,False,51,24 Business & Administration Professionals,Business & Administration,35,7673.0,7673.0,92076.0,92076.0,4.0,50000,418304.0,20000,20.9152,4.6038,220,True
False,False,True,False,False,False,False,False,False,False,True,False,30,21 Science & Engineering Professionals,Science & Engineering,51,8429.0,8429.0,101148.0,101148.0,2.0,50000,252296.0,18000,14.016444444444444,5.6193333333333335,222,True
False,True,False,False,False,False,False,False,False,True,False,False,81,24 Business & Administration Professionals,Business & Administration,48,11297.0,0.0,135564.0,0.0,2.0,50000,321128.0,6000,53.52133333333333,22.594,222,True
False,True,False,False,False,False,True,False,False,False,False,False,80,24 Business & Administration Professionals,Business & Administration,50,10254.0,0.0,123048.0,0.0,2.0,50000,296096.0,6000,49.349333333333334,20.508,222,True
False,True,False,False,False,False,True,False,False,False,False,False,44,33 Business & Administration Associate Professionals,Business & Administration,44,7817.0,7817.0,93804.0,93804.0,3.0,50000,331412.0,19000,17.442736842105262,4.937052631578948,222,True
False,True,False,False,False,False,True,False,False,False,False,False,41,33 Business & Administration Associate Professionals,Business & Administration,45,6815.0,6815.0,81780.0,81780.0,3.0,50000,295340.0,17000,17.372941176470587,4.810588235294118,222,True
False,True,False,False,False,False,True,False,False,False,False,False,56,25 Information & Communications Technology Professionals,Unknown Industry,54,7402.5,7402.5,88830.0,88830.0,4.0,50000,405320.0,18000,22.517777777777777,4.935,222,True
False,True,False,False,False,False,True,False,False,False,False,False,44,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,60,8193.18,8193.18,98318.16,98318.16,3.0,50000,344954.48,19000,18.15549894736842,5.17464,222,True
False,True,False,False,False,False,False,False,False,False,True,False,32,12 Administrative & Commercial Managers,Management,56,9269.0,9269.0,111228.0,111228.0,2.0,50000,272456.0,19000,14.33978947368421,5.854105263157895,222,True
False,True,False,False,False,False,False,False,False,False,True,False,63,21 Science & Engineering Professionals,Science & Engineering,43,7777.84,7777.84,93334.08,93334.08,3.5,50000,376669.28,14000,26.904948571428573,6.66672,222,True
False,True,False,False,False,False,False,False,False,False,False,True,70,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,43,11968.6,0.0,143623.19999999998,0.0,2.0,50000,337246.39999999997,10000,33.724639999999994,14.36232,222,True
False,True,False,False,False,False,True,False,False,False,False,False,83,32 Health Associate Professionals,Health,59,11251.62,0.0,135019.44,0.0,2.0,50000,320038.88,5000,64.007776,27.003888,222,True
False,False,True,False,False,False,False,True,False,False,False,False,71,24 Business & Administration Professionals,Business & Administration,43,10617.0,0.0,127404.0,0.0,2.0,50000,304808.0,9000,33.867555555555555,14.156,222,True
False,True,False,False,False,False,False,True,False,False,False,False,41,24 Business & Administration Professionals,Business & Administration,48,7102.0,7102.0,85224.0,85224.0,3.0,50000,305672.0,18000,16.98177777777778,4.734666666666667,222,True
False,True,False,False,False,False,False,False,False,False,False,True,49,13 Production & Specialised Services Managers,Unknown Industry,41,6717.549999999999,6717.549999999999,80610.59999999999,80610.59999999999,3.0,50000,291831.8,15000,19.45545333333333,5.374039999999999,222,True
False,True,False,False,False,False,True,False,False,False,False,False,73,23 Teaching & Training Professionals,Education,43,8937.5,0.0,107250.0,0.0,2.0,50000,264500.0,7000,37.785714285714285,15.321428571428571,222,True
True,False,False,False,False,False,True,False,False,False,False,False,54,12 Administrative & Commercial Managers,Management,44,10447.0,10447.0,125364.0,125364.0,4.0,0,501456.0,23000,21.802434782608696,5.450608695652174,222,True
False,False,False,False,True,False,True,False,False,False,False,False,41,21 Science & Engineering Professionals,Science & Engineering,42,7510.26,7510.26,90123.12,90123.12,3.0,50000,320369.36,19000,16.861545263157893,4.743322105263157,222,True
False,True,False,False,False,False,True,False,False,False,False,False,70,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,44,11271.4,0.0,135256.8,0.0,2.0,50000,320513.6,10000,32.051359999999995,13.52568,222,True
False,False,False,False,True,False,True,False,False,False,False,False,54,12 Administrative & Commercial Managers,Management,42,8549.0,8549.0,102588.0,102588.0,4.0,50000,460352.0,21000,21.92152380952381,4.885142857142857,222,True
True,False,False,False,False,False,False,True,False,False,False,False,51,12 Administrative & Commercial Managers,Management,42,12114.0,12114.0,145368.0,145368.0,4.0,0,581472.0,28000,20.76685714285714,5.191714285714285,222,True
False,False,False,True,False,False,False,False,False,True,False,False,47,24 Business & Administration Professionals,Business & Administration,41,9714.0,9714.0,116568.0,116568.0,3.0,50000,399704.0,21000,19.03352380952381,5.550857142857143,222,True
False,True,False,False,False,False,True,False,False,False,False,False,68,31 Physical & Engineering Science Associate Professionals,Physical & Engineering Science,58,9059.7,4529.849999999999,108716.4,54358.2,3.5,50000,430507.4,14000,30.750528571428568,7.765457142857143,222,True
False,False,False,True,False,False,True,False,False,False,False,False,59,24 Business & Administration Professionals,Business & Administration,21,7176.0,7176.0,86112.0,86112.0,4.0,50000,394448.0,16000,24.653,5.382,223,True
True,False,False,False,False,False,False,False,True,False,False,False,60,22 Health Professionals,Unknown Industry,27,7116.2,7116.2,85394.4,85394.4,3.5,0,298880.39999999997,12000,24.906699999999997,7.116199999999999,223,True
